Up or Down,open,high,low,close,Consensus Estimate Revenue,Actual Revenue,Retained Earnings,Consensus Estimat Earnings Per share,Earnings Per Share,return on Assets,Gross Profit,Net Income,Gross Margin,Profit Margin,Working Capital,Current Ratio (CA/CL),Debt-To-Assets Ratio
0,327.5400085,331.3399963,325.230011,325.6199951,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
1,328,335.75,325,334.3800049,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
0,335.2600098,338.8999939,325.980011,327,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
0,327.7600098,328.2200012,320.4200134,324.2000122,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
1,323.3299866,327.5499878,321.4100037,327.2399902,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
0,327.5400085,329.730011,322.7399902,324.1600037,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
1,324.3299866,328.1499939,321.7399902,327.4400024,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
0,328.4899902,328.6499939,322.1300049,325.6900024,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
0,325.8800049,326.519989,323.269989,324.5700073,19430.923,19741,1950,0.228,0.23,0.47902,28.802999,-41,28.802999,0.547085,1199,1.074310505,0.714792379
1,324.980011,326.980011,322.2399902,324.7799988,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,325.8599854,333.2000122,325.1000061,332.3900146,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,333.2000122,336.7600098,331.6600037,332.8500061,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334.8299866,338.2999878,333.0799866,337.4899902,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,337.5,337.5499878,332.519989,333.5499878,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,333.1000061,333.7399902,321.3999939,323.8099976,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,324.7099915,330.2000122,323.1499939,329.9700012,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,324.3399963,329.980011,322.6499939,327.9200134,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334.7099915,347,334.7099915,346.2000122,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,347.0299988,355.769989,345.3599854,355.3200073,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,353.7200012,355.5899963,349.3999939,354.4400024,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,355.6199951,359.3200073,353,355.8999939,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,353.4400024,356.9599915,351.3800049,352.4500122,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,354.3999939,359.6799927,352.0799866,358.6600037,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,358.1000061,361.7099915,356.7200012,359.7600098,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,355.25,362.9299927,355.25,360.8399963,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,359.0499878,360.6300049,356.6199951,358.1400146,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,359.980011,364.8500061,358.519989,358.6099854,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,317.2999878,324.8699951,314.7600098,324.0100098,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,324.25,324.8200073,316.5,320.4100037,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,321.980011,322.8999939,319.5,320,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,321.4500122,322.730011,318.5,322.5100098,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,320.0100098,320.6799927,311.8599854,312.9899902,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,313.6900024,315.8299866,304.5899963,307.0599976,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,308.8399963,316.1799927,308.5,313.6499939,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,313.2999878,314.5499878,310.0599976,312.3200073,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,310.8299866,315.7799988,310.2000122,313.8900146,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,315.2099915,315.8800049,309.6499939,311.4500122,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,311.9400024,317.3200073,310.6600037,316.7999878,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,318.480011,320.3800049,316.8800049,318.3299866,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,318.8900146,321.3099976,316.9500122,319.3200073,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,327.6000061,331.7200012,326.1400146,326.2799988,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,327.7999878,334.0899963,326.7099915,333.2099915,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334,335,328.3200073,333.6300049,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,335.480011,337.7999878,333.769989,334.5299988,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334.8699951,335.8099976,333.0100098,335.1300049,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334.6799927,337.1600037,334.019989,335.7799988,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,336.480011,336.5799866,332.230011,332.9100037,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,332.9899902,334.0799866,330.7999878,331.5899963,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,333.2099915,336.769989,332.7099915,334.019989,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,337,344.3599854,334.5499878,341.8299866,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,342.0899963,346.6700134,341.3399963,343.1799927,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,340,341.7900085,338.7999878,340.019989,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,341.7600098,341.8200073,337.6799927,339.0400085,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,339.980011,342.5,337.1600037,342.3800049,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,342.5400085,343.269989,337.5499878,339,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,343.6900024,349.3800049,343.5799866,345.9500122,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,346.2999878,346.8299866,342.5,346.3800049,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,344.5400085,345.8099976,339.0400085,342.3399963,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,341.6099854,341.7600098,329.1799927,329.75,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,334.2999878,334.980011,328.8200073,331.3299866,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,329.9400024,333.0100098,326.3900146,330.519989,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,329.5599976,332.8900146,328.7900085,331.1900024,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,330.9100037,331.3299866,319,323.8900146,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,321.0700073,329.480011,320.1000061,327.7600098,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,327.7600098,328,321.519989,324,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,325.4400024,327.1000061,323.7099915,325,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,327.6000061,332.7600098,325.5700073,331.3200073,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,328.4899902,329.4899902,321.0599976,324.5,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,322.4599915,327.6000061,321.25,323.6300049,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,324.1700134,329.4400024,319.5599976,328.2099915,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,327.9899902,328.5400085,321.3999939,321.9299927,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,320.6000061,323.5,317.6400146,323.2099915,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
0,320.5,323.75,319,321.8200073,19318.389,19340,2190,-0.15,-0.27,0.750887,30.718718,239,30.718718,-0.651499,1645,1.071583986,0.757314674
1,321.3599854,323.4299927,318.5100098,322.4400024,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,322.0400085,322.1700134,315.5499878,317.4599915,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,316.9200134,318.5299988,311.3099976,318.4100037,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,320.3599854,325.1600037,319.5299988,322.7399902,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,323.5,324.1300049,319.6000061,322.2000122,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,319.4299927,322,316.6700134,316.980011,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,316.5799866,324.1099854,314.1400146,322.7000122,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,321.4899902,322.269989,314.519989,315.3699951,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,314.019989,317.769989,311.3800049,311.3900146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,309.8699951,313.2000122,303.4700012,306.4500122,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,308,312.2399902,305.75,308.3099976,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,304.3500061,307.8999939,299.1000061,305.9700012,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,293.8299866,306.8200073,293.8299866,302.8599854,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,307.1499939,309.2000122,302.7200012,303.6400146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,302.9500122,306.5299988,302.019989,306.2099915,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,309.8999939,315.6400146,307.0700073,315.3299866,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,315.4299927,318.980011,312.6400146,312.9700012,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,313.3999939,316.7999878,311.3999939,313.1799927,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,284.3999939,293.8099976,284,287.0599976,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,285.7000122,290.4200134,285.019989,289.9700012,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,289.7600098,298,289.7600098,295.5899963,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,299.1099854,299.6099854,293.0700073,294.1199951,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,293.980011,299.7399902,292.3599854,299.0700073,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,305.1499939,305.7200012,301.5,305.4599915,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,306.2399902,308.0100098,303.2399902,305.7200012,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,303.9899902,304.25,300.1700134,302.8099976,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,303.0100098,304,294.1600037,296.519989,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,296.6900024,297,292.2900085,296.6400146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,297.8200073,299.9899902,296.2900085,299.8599854,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,300,305.7999878,300,305.1099854,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,305.9400024,312.3800049,303.6499939,312.0100098,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,310.75,312.5799866,308.7900085,311.5100098,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,312,317.8900146,311.5100098,316.480011,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,317.1199951,332.8800049,316.3999939,327.8200073,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,326.4400024,328,318.0299988,323.0499878,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,323.9899902,329.5599976,323.25,324.9299927,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,327.25,328.3999939,324.019989,326.5400085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,324,332.6700134,323.3299866,330.5400085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,335.4200134,338.3299866,331.4700012,332.6300049,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,334.7799988,337.3900146,333.6000061,335.6400146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,335.269989,336.3299866,331.2799988,335.0400085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,333.7799988,334.6499939,331.75,333.5700073,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,336.0299988,341.2600098,336.0299988,338.6400146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,338.1199951,340.6400146,325.9299927,326,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,327.5,327.9299927,323.25,326.3099976,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,325.730011,326.769989,314.3599854,316.5,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,315.5299988,318.5899963,313.4700012,316.9299927,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,316.7999878,316.9299927,310.8399963,312.6300049,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,311.5700073,316.5599976,304.8200073,306.6400146,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,302.9899902,313.6400146,301.1400146,312.5,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,312,313.1900024,304.6799927,305.8399963,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,307.8900146,312.6400146,306.0100098,307.3599854,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,303.9899902,310.6400146,303.0100098,307.3200073,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,308.8699951,310.8599854,302.1499939,306.0700073,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,304.3500061,304.4899902,295.0100098,295.0599976,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,296.3699951,299.6700134,293.0299988,298.8800049,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,304.0100098,304.5,293.25,297.730011,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,296.9100037,301.5400085,295.519989,299.8999939,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,301.9400024,307.3599854,301.9400024,306.5400085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,306.980011,307.4899902,303.25,306.2900085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,306.3800049,307,302.8800049,303.0299988,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,305,310.7799988,303.8099976,309.0899963,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,307.8500061,314.269989,306.5799866,312.0400085,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
0,309.9100037,313.9400024,309.3399963,310.2999878,20841.353,20579,2298,-0.755,-0.95,0.923681,29.748773,108,29.748773,-1.586569,970,1.052840878,0.71598284
1,311.5499878,312.980011,310.0100098,310.3500061,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,312.5799866,314.75,306.9599915,308.519989,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,307.0100098,308.3800049,300.8500061,302.1900024,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,302.2399902,303,292.3800049,295.2900085,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,297.5,301.2799988,295.3299866,298.4200134,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,300.3200073,303.1400146,296.1099854,300.4599915,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,301.480011,302.8699951,296.6799927,296.9299927,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,297.5599976,298.5100098,289.2799988,291.4100037,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,297.480011,301.5,293.230011,294.7399902,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,291.9299927,295.9100037,286.5,293.269989,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,294,296,286.8200073,286.9500122,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,286.2799988,290.7900085,285.25,290.7399902,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,292.5899963,293.3599854,286.3900146,289.4400024,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,289.6400146,306,287.2600098,297.25,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,300,312.25,300,310.3200073,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,308.0799866,316.9299927,307.7200012,312.3900146,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,311.8200073,313,307.519989,309.6600037,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,306.2999878,310.2399902,302.6300049,306.75,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,309.8099976,311.5100098,303.7999878,303.9100037,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,304.730011,312.7999878,299.3299866,311.7799988,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,346.3200073,359.5,340.7399902,354.5299988,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,350.0499878,365,350.0100098,364.4700012,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,360.2900085,367.8200073,360.2099915,363.5499878,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,358.3800049,367.5,358.230011,364.75,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,366,378.7999878,365.8999939,373.8900146,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,374.8699951,375.9899902,371.0100098,374.2799988,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
0,371,374.4100037,367.2000122,370.5599976,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,371.1900024,374.2999878,368.5100098,373,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,371.230011,377.1000061,371.1000061,375.1400146,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,375.1000061,378.5100098,373.1499939,377.1700134,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
1,378.4100037,383,377.0100098,381.8299866,29683.171,29328,2172,0.183,0.45,0.533167,29.517867,-126,29.517867,0.729678,4,1.000213322,0.72024909
