Open,High,Low,Close,Volume,Accumulation Distribution Line,MACD,Chaikan Oscillator (CHO),Highest closing price (5 days),Lowest closing price (days),Stochastic %K (5 days),%D,Volume Price Trend (VPT),Williams %R (14 days),Relative Strength Index,Momentum (10 days),Price rate of change (PROC),Volume rate of change (VROC),On Balance Volume (OBV)
0.030600975,0.029185029,0.030354486,0.030487671,0.013825346,0.000503408,0.004598769,0.000620988,0.029350149,0.031134938,0.839040466,0.703842641,-0.017188325,-0.286360287,0.620207134,0.000165141,0.078449641,-0.031243703,0.020863617
0.02990796,0.028503907,0.029544295,0.029234157,0.014171595,-3.3612E-05,0.003926614,0.000149878,0.029350149,0.031134938,0.445205327,0.749572965,-0.017887925,-0.62239434,0.541798647,-0.004156116,-0.014996661,-0.012180673,0.019527568
0.029258257,0.028380066,0.029522097,0.029125155,0.01007076,-0.000118629,0.003271527,-0.000132178,0.029350149,0.031602683,0.410958421,0.577042719,-0.017952958,-0.65161501,0.535459303,-0.000963341,-0.057802824,-0.033444718,0.018578132
0.029128316,0.02993839,0.02904486,0.031588586,0.077013331,0.001540565,0.00461309,0.001241898,0.02993839,0.032046438,0.98943662,0.628237144,-0.016904615,-0.008615409,0.654961239,0.003605637,0.031104867,0.208253142,0.025838682
0.031207363,0.030712392,0.031186876,0.032133593,0.054758216,0.002087341,0.006030206,0.002178002,0.030712392,0.032046438,0.922005571,0.790538598,-0.015269281,-0.066186932,0.676010913,0.005312125,0.120695298,0.249777513,0.031001096
0.031987007,0.030619511,0.031985971,0.032209892,0.027685153,0.000611797,0.007130365,0.001049041,0.030712392,0.032046438,0.9415039,0.971134778,-0.015109257,-0.049640435,0.679002695,0.008119562,0.092110687,0.170756607,0.033611156
0.032149433,0.031249034,0.032796163,0.032853,0.053996797,0.000279898,0.008405008,0.000196283,0.031249034,0.032046438,0.965936261,0.963135322,-0.014428942,-0.029478628,0.704236231,0.01150501,0.127449971,0.402402741,0.038701786
0.032485111,0.031063272,0.031497634,0.03108718,0.025105516,1.44762E-05,0.0079516,-0.000406765,0.031249034,0.034205256,0.571776017,0.843918173,-0.018000918,-0.370583385,0.592486499,0.005972697,0.09785458,0.103729895,0.036334926
0.030882512,0.030258311,0.031641916,0.031348783,0.016185091,-0.000197615,0.00770668,-0.000805346,0.031249034,0.034205256,0.302752155,0.626488886,-0.017740902,-0.320049316,0.604390802,0.001541338,0.146222794,-0.020337201,0.0378608
0.03243097,0.032508076,0.032740671,0.0328421,0.10189239,-9.43825E-05,0.008573939,-0.000803264,0.032508076,0.034205256,0.560897256,0.488614755,-0.016792013,-0.229614745,0.666358593,0.005945173,0.194478962,0.760556844,0.04746686
0.032593395,0.031094231,0.031364453,0.031283383,0.038253133,-0.000133457,0.007958501,-0.000764183,0.032508076,0.034205256,0.135802778,0.340210697,-0.022743796,-0.469285101,0.580381148,0.005174505,0.024037121,-0.012355614,0.043860488
0.031337305,0.03033055,0.031364453,0.030923679,0.020054547,-0.000209658,0.007109347,-0.000746578,0.032508076,0.034025356,0.033950926,0.24871152,-0.023285134,-0.524593722,0.562349072,0.004541457,0.019387923,0.045620127,0.041969815
0.030795886,0.029515269,0.029988235,0.029561162,0.02782956,-0.000290096,0.005316527,-0.000743132,0.032508076,0.032526178,0.022321652,0.065381908,-0.024372642,-0.823619985,0.499093979,-0.005119451,0.015164409,0.097581492,0.039346141
0.02970222,0.028999268,0.030077023,0.030106169,0.026308362,-0.00016461,0.004269913,-0.000562424,0.032508076,0.032526178,0.133928795,0.064744009,-0.023741168,-0.729599417,0.525691267,-0.005119451,0.045663437,0.16325251,0.041826402
0.029799675,0.029205667,0.030354486,0.030367772,0.025707759,1.67081E-05,0.003602186,-0.000275912,0.031094231,0.032526178,0.270096871,0.145127421,-0.023459815,-0.684469545,0.538498653,-0.004651542,-0.052393911,-0.067452619,0.04425004
0.030395236,0.029804228,0.030942708,0.030989079,0.028116734,2.97341E-05,0.003515195,-0.000122021,0.03033055,0.032526178,0.59493696,0.340044052,-0.022812485,-0.577286286,0.56868993,-0.004706592,-0.048286239,-0.049261688,0.046900788
